State Name,County Name,NAICS Description,Establishments
Alaska,Kodiak Island Borough,Amusement,17
Alaska,Kodiak Island Borough,Religious,22
Alaska,Lake and Peninsula Borough,Real Estate,3
Alaska,Lake and Peninsula Borough,Amusement,4
Alaska,Lake and Peninsula Borough,Religious,3
Alaska,Matanuska-Susitna Borough,Real Estate,102
Alaska,Matanuska-Susitna Borough,Amusement,54
Alaska,Matanuska-Susitna Borough,Religious,100
Alaska,Nome Census Area,Real Estate,7
Alaska,Nome Census Area,Amusement,5
Alaska,Nome Census Area,Religious,11
Alaska,Sitka City and Borough,Real Estate,15
Alaska,Sitka City and Borough,Amusement,11
Alaska,Sitka City and Borough,Religious,15
Alaska,Southeast Fairbanks Census Area,Real Estate,4
Alaska,Southeast Fairbanks Census Area,Amusement,3
Alaska,Southeast Fairbanks Census Area,Religious,7
Alaska,Valdez-Cordova Census Area,Real Estate,8
Alaska,Valdez-Cordova Census Area,Amusement,25
Alaska,Valdez-Cordova Census Area,Religious,20
Arizona,Apache,Real Estate,11
Arizona,Apache,Amusement,3
Arizona,Apache,Religious,25
Arizona,Cochise,Real Estate,107
Arizona,Cochise,Amusement,14
Arizona,Cochise,Religious,115
Arizona,Coconino,Real Estate,234
Arizona,Coconino,Amusement,71
Arizona,Coconino,Religious,152
Arizona,Gila,Real Estate,71
Arizona,Gila,Amusement,17
Arizona,Gila,Religious,50
Arizona,Graham,Real Estate,14
Arizona,Graham,Amusement,9
Arizona,Graham,Religious,17
Arizona,Maricopa,Real Estate,8055
Arizona,Maricopa,Amusement,976
Arizona,Maricopa,Religious,2183
Arizona,Mohave,Real Estate,231
Arizona,Mohave,Amusement,36
Arizona,Mohave,Religious,117
Arizona,Navajo,Real Estate,93
Arizona,Navajo,Amusement,16
Arizona,Navajo,Religious,81
Arizona,Pima,Real Estate,1400
Arizona,Pima,Amusement,217
Arizona,Pima,Religious,667
Arizona,Pinal,Real Estate,273
Arizona,Pinal,Amusement,42
Arizona,Pinal,Religious,146
Arizona,Yavapai,Real Estate,487
Arizona,Yavapai,Amusement,54
Arizona,Yavapai,Religious,194
Arizona,Yuma,Real Estate,162
Arizona,Yuma,Amusement,24
Arizona,Yuma,Religious,90
Arkansas,Arkansas,Real Estate,14
Arkansas,Arkansas,Amusement,9
Arkansas,Arkansas,Religious,30
Arkansas,Ashley,Real Estate,4
Arkansas,Ashley,Amusement,3
Arkansas,Ashley,Religious,29
Arkansas,Baxter,Real Estate,40
Arkansas,Baxter,Amusement,22
Arkansas,Baxter,Religious,43
Arkansas,Benton,Real Estate,391
Arkansas,Benton,Amusement,72
Arkansas,Benton,Religious,235
Arkansas,Boone,Real Estate,31
Arkansas,Boone,Amusement,8
Arkansas,Boone,Religious,50
Arkansas,Carroll,Real Estate,20
Arkansas,Carroll,Amusement,7
Arkansas,Carroll,Religious,46
Arkansas,Clark,Real Estate,30
Arkansas,Clark,Amusement,3
Arkansas,Clark,Religious,46
Arkansas,Cleburne,Real Estate,24
Arkansas,Cleburne,Amusement,9
Arkansas,Cleburne,Religious,39
Arkansas,Conway,Real Estate,8
Arkansas,Conway,Amusement,3
Arkansas,Conway,Religious,27
Arkansas,Craighead,Real Estate,120
Arkansas,Craighead,Amusement,19
Arkansas,Craighead,Religious,97
Arkansas,Crawford,Real Estate,35
Arkansas,Crawford,Amusement,4
Arkansas,Crawford,Religious,46
Arkansas,Crittenden,Real Estate,42
Arkansas,Crittenden,Amusement,11
Arkansas,Crittenden,Religious,44
Arkansas,Cross,Real Estate,16
Arkansas,Cross,Amusement,4
Arkansas,Cross,Religious,27
Arkansas,Desha,Real Estate,9
Arkansas,Desha,Amusement,6
Arkansas,Desha,Religious,20
Arkansas,Faulkner,Real Estate,130
Arkansas,Faulkner,Amusement,25
Arkansas,Faulkner,Religious,114
Arkansas,Garland,Real Estate,143
Arkansas,Garland,Amusement,29
Arkansas,Garland,Religious,124
Arkansas,Greene,Real Estate,29
Arkansas,Greene,Amusement,10
Arkansas,Greene,Religious,44
Arkansas,Hempstead,Real Estate,14
Arkansas,Hempstead,Amusement,3
Arkansas,Hempstead,Religious,24
Arkansas,Hot Spring,Real Estate,13
Arkansas,Hot Spring,Amusement,4
Arkansas,Hot Spring,Religious,41
Arkansas,Howard,Real Estate,4
Arkansas,Howard,Amusement,5
Arkansas,Howard,Religious,15
Arkansas,Independence,Real Estate,17
Arkansas,Independence,Amusement,4
Arkansas,Independence,Religious,50
Arkansas,Izard,Real Estate,6
Arkansas,Izard,Amusement,3
Arkansas,Izard,Religious,17
Arkansas,Jackson,Real Estate,13
Arkansas,Jackson,Amusement,3
Arkansas,Jackson,Religious,22
Arkansas,Jefferson,Real Estate,45
Arkansas,Jefferson,Amusement,4
Arkansas,Jefferson,Religious,94
Arkansas,Lee,Real Estate,4
Arkansas,Lee,Amusement,3
Arkansas,Lee,Religious,9
Arkansas,Logan,Real Estate,12
Arkansas,Logan,Amusement,3
Arkansas,Logan,Religious,31
Arkansas,Lonoke,Real Estate,61
Arkansas,Lonoke,Amusement,8
Arkansas,Lonoke,Religious,57
Arkansas,Marion,Real Estate,12
Arkansas,Marion,Amusement,5
Arkansas,Marion,Religious,16
Arkansas,Miller,Real Estate,38
Arkansas,Miller,Amusement,8
Arkansas,Miller,Religious,48
Arkansas,Mississippi,Real Estate,23
Arkansas,Mississippi,Amusement,9
Arkansas,Mississippi,Religious,45
Arkansas,Ouachita,Real Estate,17
Arkansas,Ouachita,Amusement,3
Arkansas,Ouachita,Religious,38
Arkansas,Phillips,Real Estate,12
Arkansas,Phillips,Amusement,5
Arkansas,Phillips,Religious,23
Arkansas,Polk,Real Estate,13
Arkansas,Polk,Amusement,5
Arkansas,Polk,Religious,35
Arkansas,Pope,Real Estate,65
Arkansas,Pope,Amusement,16
Arkansas,Pope,Religious,76
Arkansas,Pulaski,Real Estate,600
Arkansas,Pulaski,Amusement,97
Arkansas,Pulaski,Religious,667
Arkansas,St. Francis,Real Estate,18
Arkansas,St. Francis,Amusement,6
Arkansas,St. Francis,Religious,27
Arkansas,Saline,Real Estate,111
Arkansas,Saline,Amusement,23
Arkansas,Saline,Religious,88
Arkansas,Sebastian,Real Estate,141
Arkansas,Sebastian,Amusement,28
Arkansas,Sebastian,Religious,116
Arkansas,Union,Real Estate,24
Arkansas,Union,Amusement,7
Arkansas,Union,Religious,85
Arkansas,Van Buren,Real Estate,8
Arkansas,Van Buren,Amusement,3
Arkansas,Van Buren,Religious,27
Arkansas,Washington,Real Estate,358
Arkansas,Washington,Amusement,56
Arkansas,Washington,Religious,209
Arkansas,White,Real Estate,62
Arkansas,White,Amusement,12
Arkansas,White,Religious,80
California,Alameda,Real Estate,2193
California,Alameda,Amusement,369
California,Alameda,Religious,1315
California,Amador,Real Estate,37
California,Amador,Amusement,5
California,Amador,Religious,38
California,Butte,Real Estate,218
California,Butte,Amusement,56
California,Butte,Religious,166
California,Calaveras,Real Estate,43
California,Calaveras,Amusement,15
California,Calaveras,Religious,49
California,Colusa,Real Estate,16
California,Colusa,Amusement,5
California,Colusa,Religious,15
California,Contra Costa,Real Estate,1561
California,Contra Costa,Amusement,299
California,Contra Costa,Religious,616
California,Del Norte,Real Estate,28
California,Del Norte,Amusement,5
California,Del Norte,Religious,16
California,El Dorado,Real Estate,287
California,El Dorado,Amusement,76
California,El Dorado,Religious,125
California,Fresno,Real Estate,798
California,Fresno,Amusement,139
California,Fresno,Religious,522
California,Glenn,Real Estate,13
California,Glenn,Amusement,6
California,Glenn,Religious,28
California,Humboldt,Real Estate,157
California,Humboldt,Amusement,31
California,Humboldt,Religious,139
California,Imperial,Real Estate,141
California,Imperial,Amusement,20
California,Imperial,Religious,88
California,Inyo,Real Estate,22
California,Inyo,Amusement,11
California,Inyo,Religious,21
California,Kern,Real Estate,592
California,Kern,Amusement,106
California,Kern,Religious,390
California,Kings,Real Estate,97
California,Kings,Amusement,15
California,Kings,Religious,53
California,Lake,Real Estate,61
California,Lake,Amusement,11
California,Lake,Religious,45
California,Lassen,Real Estate,23
California,Lassen,Amusement,4
California,Lassen,Religious,20
California,Los Angeles,Real Estate,16826
California,Los Angeles,Amusement,1883
California,Los Angeles,Religious,6240
California,Madera,Real Estate,100
California,Madera,Amusement,18
California,Madera,Religious,64
California,Marin,Real Estate,645
California,Marin,Amusement,137
California,Marin,Religious,280
California,Mendocino,Real Estate,133
California,Mendocino,Amusement,21
California,Mendocino,Religious,92
California,Merced,Real Estate,131
California,Merced,Amusement,35
California,Merced,Religious,92
California,Mono,Real Estate,70
California,Mono,Amusement,10
California,Mono,Religious,45
California,Monterey,Real Estate,458
California,Monterey,Amusement,89
California,Monterey,Religious,264
California,Napa,Real Estate,216
California,Napa,Amusement,50
California,Napa,Religious,110
California,Nevada,Real Estate,204
California,Nevada,Amusement,53
California,Nevada,Religious,121
California,Orange,Real Estate,7030
California,Orange,Amusement,848
California,Orange,Religious,1862
California,Placer,Real Estate,852
California,Placer,Amusement,136
California,Placer,Religious,289
California,Plumas,Real Estate,34
California,Plumas,Amusement,9
California,Plumas,Religious,29
California,Riverside,Real Estate,2457
California,Riverside,Amusement,422
California,Riverside,Religious,927
California,Sacramento,Real Estate,1736
California,Sacramento,Amusement,285
California,Sacramento,Religious,1140
California,San Benito,Real Estate,52
California,San Benito,Amusement,12
California,San Benito,Religious,24
California,San Bernardino,Real Estate,1822
California,San Bernardino,Amusement,308
California,San Bernardino,Religious,884
California,San Diego,Real Estate,6625
California,San Diego,Amusement,879
California,San Diego,Religious,2111
California,San Francisco,Real Estate,2000
California,San Francisco,Amusement,244
California,San Francisco,Religious,1152
California,San Joaquin,Real Estate,555
California,San Joaquin,Amusement,113
California,San Joaquin,Religious,334
California,San Luis Obispo,Real Estate,471
California,San Luis Obispo,Amusement,86
California,San Luis Obispo,Religious,252
California,San Mateo,Real Estate,1317
California,San Mateo,Amusement,221
California,San Mateo,Religious,458
California,Santa Barbara,Real Estate,734
California,Santa Barbara,Amusement,116
California,Santa Barbara,Religious,442
California,Santa Clara,Real Estate,2920
California,Santa Clara,Amusement,481
California,Santa Clara,Religious,1080
California,Santa Cruz,Real Estate,387
California,Santa Cruz,Amusement,80
California,Santa Cruz,Religious,237
California,Shasta,Real Estate,199
California,Shasta,Amusement,49
California,Shasta,Religious,147
California,Siskiyou,Real Estate,47
California,Siskiyou,Amusement,14
California,Siskiyou,Religious,68
California,Solano,Real Estate,378
California,Solano,Amusement,76
California,Solano,Religious,219
California,Sonoma,Real Estate,640
California,Sonoma,Amusement,142
California,Sonoma,Religious,378
California,Stanislaus,Real Estate,427
California,Stanislaus,Amusement,84
California,Stanislaus,Religious,270
California,Sutter,Real Estate,82
California,Sutter,Amusement,32
California,Sutter,Religious,51
California,Tehama,Real Estate,37
California,Tehama,Amusement,6
California,Tehama,Religious,42
California,Trinity,Real Estate,7
California,Trinity,Amusement,5
California,Trinity,Religious,9
California,Tulare,Real Estate,315
California,Tulare,Amusement,47
California,Tulare,Religious,206
California,Tuolumne,Real Estate,67
California,Tuolumne,Amusement,23
California,Tuolumne,Religious,47
California,Ventura,Real Estate,1138
California,Ventura,Amusement,217
California,Ventura,Religious,530
California,Yolo,Real Estate,270
California,Yolo,Amusement,53
California,Yolo,Religious,135
California,Yuba,Real Estate,34
California,Yuba,Amusement,7
California,Yuba,Religious,34
Colorado,Adams,Real Estate,543
Colorado,Adams,Amusement,67
Colorado,Adams,Religious,218
Colorado,Alamosa,Real Estate,18
Colorado,Alamosa,Amusement,5
Colorado,Alamosa,Religious,22
Colorado,Arapahoe,Real Estate,1461
Colorado,Arapahoe,Amusement,179
Colorado,Arapahoe,Religious,512
Colorado,Archuleta,Real Estate,47
Colorado,Archuleta,Amusement,13
Colorado,Archuleta,Religious,22
Colorado,Boulder,Real Estate,881
Colorado,Boulder,Amusement,146
Colorado,Boulder,Religious,372
Colorado,Broomfield,Real Estate,182
Colorado,Broomfield,Amusement,29
Colorado,Broomfield,Religious,50
Colorado,Chaffee,Real Estate,86
Colorado,Chaffee,Amusement,34
Colorado,Chaffee,Religious,39
Colorado,Clear Creek,Real Estate,19
Colorado,Clear Creek,Amusement,11
Colorado,Clear Creek,Religious,6
Colorado,Delta,Real Estate,40
Colorado,Delta,Amusement,11
Colorado,Delta,Religious,48
Colorado,Denver,Real Estate,2214
Colorado,Denver,Amusement,241
Colorado,Denver,Religious,907
Colorado,Douglas,Real Estate,900
Colorado,Douglas,Amusement,113
Colorado,Douglas,Religious,196
Colorado,Eagle,Real Estate,436
Colorado,Eagle,Amusement,45
Colorado,Eagle,Religious,101
Colorado,Elbert,Real Estate,33
Colorado,Elbert,Amusement,5
Colorado,Elbert,Religious,22
Colorado,El Paso,Real Estate,1527
Colorado,El Paso,Amusement,167
Colorado,El Paso,Religious,677
Colorado,Fremont,Real Estate,51
Colorado,Fremont,Amusement,17
Colorado,Fremont,Religious,51
Colorado,Garfield,Real Estate,170
Colorado,Garfield,Amusement,39
Colorado,Garfield,Religious,76
Colorado,Gilpin,Real Estate,5
Colorado,Gilpin,Amusement,14
Colorado,Gilpin,Religious,3
Colorado,Grand,Real Estate,97
Colorado,Grand,Amusement,26
Colorado,Grand,Religious,25
Colorado,Gunnison,Real Estate,99
Colorado,Gunnison,Amusement,27
Colorado,Gunnison,Religious,48
Colorado,Huerfano,Real Estate,10
Colorado,Huerfano,Amusement,4
Colorado,Huerfano,Religious,8
Colorado,Jefferson,Real Estate,1205
Colorado,Jefferson,Amusement,202
Colorado,Jefferson,Religious,434
Colorado,Lake,Real Estate,14
Colorado,Lake,Amusement,10
Colorado,Lake,Religious,12
Colorado,La Plata,Real Estate,172
Colorado,La Plata,Amusement,38
Colorado,La Plata,Religious,86
Colorado,Larimer,Real Estate,806
Colorado,Larimer,Amusement,140
Colorado,Larimer,Religious,323
Colorado,Las Animas,Real Estate,18
Colorado,Las Animas,Amusement,5
Colorado,Las Animas,Religious,16
Colorado,Logan,Real Estate,19
Colorado,Logan,Amusement,4
Colorado,Logan,Religious,27
Colorado,Mesa,Real Estate,330
Colorado,Mesa,Amusement,52
Colorado,Mesa,Religious,145
Colorado,Mineral,Real Estate,3
Colorado,Mineral,Amusement,3
Colorado,Mineral,Religious,5
Colorado,Moffat,Real Estate,9
Colorado,Moffat,Amusement,12
Colorado,Moffat,Religious,11
Colorado,Montezuma,Real Estate,30
Colorado,Montezuma,Amusement,5
Colorado,Montezuma,Religious,32
Colorado,Montrose,Real Estate,60
Colorado,Montrose,Amusement,17
Colorado,Montrose,Religious,42
Colorado,Morgan,Real Estate,29
Colorado,Morgan,Amusement,4
Colorado,Morgan,Religious,33
Colorado,Otero,Real Estate,9
Colorado,Otero,Amusement,3
Colorado,Otero,Religious,29
Colorado,Ouray,Real Estate,11
Colorado,Ouray,Amusement,7
Colorado,Ouray,Religious,15
Colorado,Park,Real Estate,32
Colorado,Park,Amusement,7
Colorado,Park,Religious,23
Colorado,Pitkin,Real Estate,261
Colorado,Pitkin,Amusement,36
Colorado,Pitkin,Religious,58
Colorado,Prowers,Real Estate,11
Colorado,Prowers,Amusement,3
Colorado,Prowers,Religious,18
Colorado,Pueblo,Real Estate,140
Colorado,Pueblo,Amusement,29
Colorado,Pueblo,Religious,137
Colorado,Rio Blanco,Real Estate,8
Colorado,Rio Blanco,Amusement,4
Colorado,Rio Blanco,Religious,9
Colorado,Rio Grande,Real Estate,20
Colorado,Rio Grande,Amusement,5
Colorado,Rio Grande,Religious,19
Colorado,Routt,Real Estate,166
Colorado,Routt,Amusement,36
Colorado,Routt,Religious,46
Colorado,San Juan,Real Estate,5
Colorado,San Juan,Amusement,4
Colorado,San Juan,Religious,3
Colorado,San Miguel,Real Estate,96
Colorado,San Miguel,Amusement,15
Colorado,San Miguel,Religious,24
Colorado,Summit,Real Estate,337
Colorado,Summit,Amusement,35
Colorado,Summit,Religious,52
Colorado,Teller,Real Estate,67
Colorado,Teller,Amusement,9
Colorado,Teller,Religious,37
Colorado,Weld,Real Estate,376
Colorado,Weld,Amusement,63
Colorado,Weld,Religious,208
Connecticut,Fairfield,Real Estate,139
Connecticut,Fairfield,Amusement,403
Connecticut,Fairfield,Religious,887
Connecticut,Hartford,Real Estate,697
Connecticut,Hartford,Amusement,280
Connecticut,Hartford,Religious,861
Connecticut,Litchfield,Real Estate,125
Connecticut,Litchfield,Amusement,60
Connecticut,Litchfield,Religious,176
Connecticut,Middlesex,Real Estate,115
Connecticut,Middlesex,Amusement,85
Connecticut,Middlesex,Religious,162
Connecticut,New Haven,Real Estate,625
Connecticut,New Haven,Amusement,229
Connecticut,New Haven,Religious,681
Connecticut,New London,Real Estate,183
Connecticut,New London,Amusement,97
Connecticut,New London,Religious,250
Connecticut,Tolland,Real Estate,76
Connecticut,Tolland,Amusement,34
Connecticut,Tolland,Religious,89
Connecticut,Windham,Real Estate,39
Connecticut,Windham,Amusement,27
Connecticut,Windham,Religious,86
Delaware,Kent,Real Estate,187
Delaware,Kent,Amusement,45
Delaware,Kent,Religious,162
Delaware,New Castle,Real Estate,730
Delaware,New Castle,Amusement,184
Delaware,New Castle,Religious,616
Delaware,Sussex,Real Estate,298
Delaware,Sussex,Amusement,82
Delaware,Sussex,Religious,222
District of Columbia,District of Columbia,Real Estate,1394
District of Columbia,District of Columbia,Amusement,186
District of Columbia,District of Columbia,Religious,1256
Florida,Alachua,Real Estate,377
Florida,Alachua,Amusement,65
Florida,Alachua,Religious,272
Florida,Baker,Real Estate,10
Florida,Baker,Amusement,5
Florida,Baker,Religious,22
Florida,Bay,Real Estate,300
Florida,Bay,Amusement,60
Florida,Bay,Religious,189
Florida,Bradford,Real Estate,11
Florida,Bradford,Amusement,4
Florida,Bradford,Religious,36
Florida,Brevard,Real Estate,937
Florida,Brevard,Amusement,133
Florida,Brevard,Religious,493
Florida,Broward,Real Estate,1313
Florida,Broward,Amusement,569
Florida,Broward,Religious,1313
Florida,Charlotte,Real Estate,327
Florida,Charlotte,Amusement,41
Florida,Charlotte,Religious,136
Florida,Citrus,Real Estate,178
Florida,Citrus,Amusement,26
Florida,Citrus,Religious,115
Florida,Clay,Real Estate,273
Florida,Clay,Amusement,39
Florida,Clay,Religious,148
Florida,Collier,Real Estate,1387
Florida,Collier,Amusement,165
Florida,Collier,Religious,381
Florida,Columbia,Real Estate,48
Florida,Columbia,Amusement,10
Florida,Columbia,Religious,53
Florida,DeSoto,Real Estate,18
Florida,DeSoto,Amusement,4
Florida,DeSoto,Religious,38
Florida,Duval,Real Estate,1498
Florida,Duval,Amusement,236
Florida,Duval,Religious,846
Florida,Escambia,Real Estate,374
Florida,Escambia,Amusement,57
Florida,Escambia,Religious,298
Florida,Flagler,Real Estate,214
Florida,Flagler,Amusement,23
Florida,Flagler,Religious,86
Florida,Franklin,Real Estate,17
Florida,Franklin,Amusement,13
Florida,Franklin,Religious,23
Florida,Gadsden,Real Estate,19
Florida,Gadsden,Amusement,3
Florida,Gadsden,Religious,49
Florida,Hendry,Real Estate,23
Florida,Hendry,Amusement,5
Florida,Hendry,Religious,37
Florida,Hernando,Real Estate,211
Florida,Hernando,Amusement,42
Florida,Hernando,Religious,114
Florida,Highlands,Real Estate,97
Florida,Highlands,Amusement,22
Florida,Highlands,Religious,119
Florida,Hillsborough,Real Estate,2587
Florida,Hillsborough,Amusement,329
Florida,Hillsborough,Religious,943
Florida,Indian River,Real Estate,310
Florida,Indian River,Amusement,59
Florida,Indian River,Religious,160
Florida,Jackson,Real Estate,30
Florida,Jackson,Amusement,6
Florida,Jackson,Religious,56
Florida,Lake,Real Estate,513
Florida,Lake,Amusement,72
Florida,Lake,Religious,272
Florida,Lee,Real Estate,1767
Florida,Lee,Amusement,230
Florida,Lee,Religious,496
Florida,Leon,Real Estate,427
Florida,Leon,Amusement,77
Florida,Leon,Religious,422
Florida,Levy,Real Estate,28
Florida,Levy,Amusement,8
Florida,Levy,Religious,40
Florida,Manatee,Real Estate,747
Florida,Manatee,Amusement,105
Florida,Manatee,Religious,297
Florida,Marion,Real Estate,453
Florida,Marion,Amusement,74
Florida,Marion,Religious,255
Florida,Martin,Real Estate,369
Florida,Martin,Amusement,86
Florida,Martin,Religious,153
Florida,Miami-Dade,Real Estate,6213
Florida,Miami-Dade,Amusement,598
Florida,Miami-Dade,Religious,1733
Florida,Monroe,Real Estate,364
Florida,Monroe,Amusement,92
Florida,Monroe,Religious,151
Florida,Nassau,Real Estate,150
Florida,Nassau,Amusement,31
Florida,Nassau,Religious,94
Florida,Okaloosa,Real Estate,445
Florida,Okaloosa,Amusement,82
Florida,Okaloosa,Religious,200
Florida,Okeechobee,Real Estate,41
Florida,Okeechobee,Amusement,13
Florida,Okeechobee,Religious,35
Florida,Orange,Real Estate,3168
Florida,Orange,Amusement,375
Florida,Orange,Religious,991
Florida,Osceola,Real Estate,642
Florida,Osceola,Amusement,63
Florida,Osceola,Religious,172
Florida,Palm Beach,Real Estate,3597
Florida,Palm Beach,Amusement,526
Florida,Palm Beach,Religious,1275
Florida,Pasco,Real Estate,677
Florida,Pasco,Amusement,104
Florida,Pasco,Religious,282
Florida,Pinellas,Real Estate,2084
Florida,Pinellas,Amusement,319
Florida,Pinellas,Religious,739
Florida,Polk,Real Estate,760
Florida,Polk,Amusement,98
Florida,Polk,Religious,558
Florida,Putnam,Real Estate,45
Florida,Putnam,Amusement,11
Florida,Putnam,Religious,77
Florida,St. Johns,Real Estate,644
Florida,St. Johns,Amusement,90
Florida,St. Johns,Religious,173
Florida,St. Lucie,Real Estate,328
Florida,St. Lucie,Amusement,68
Florida,St. Lucie,Religious,205
Florida,Santa Rosa,Real Estate,255
Florida,Santa Rosa,Amusement,34
Florida,Santa Rosa,Religious,117
Florida,Sarasota,Real Estate,1189
Florida,Sarasota,Amusement,127
Florida,Sarasota,Religious,466
Florida,Seminole,Real Estate,907
Florida,Seminole,Amusement,152
Florida,Seminole,Religious,307
Florida,Sumter,Real Estate,188
Florida,Sumter,Amusement,15
Florida,Sumter,Religious,64
Florida,Suwannee,Real Estate,28
Florida,Suwannee,Amusement,4
Florida,Suwannee,Religious,40
Florida,Taylor,Real Estate,17
Florida,Taylor,Amusement,3
Florida,Taylor,Religious,31
Florida,Volusia,Real Estate,819
Florida,Volusia,Amusement,149
